order_id,user_id,restaurant_id,order_date,total_amount
1714,1330,31,10/8/2023,670.65
1715,78,396,4/3/2023,426.32
1716,2447,152,27-10-2023,994.79
1717,843,317,16-01-2023,512.13
1718,1940,148,26-05-2023,257.3
1719,2488,312,3/3/2023,1095.65
1720,2414,182,3/8/2023,987.7
1721,2859,193,21-01-2023,725.75
1722,1919,475,30-08-2023,817.26
1723,2948,107,21-08-2023,770.56
1724,2716,72,5/3/2023,1430.74
1725,422,497,29-11-2023,1067.78
1726,2599,239,24-11-2023,296.17
1727,27,112,31-03-2023,369.96
1728,1631,461,5/11/2023,826.78
1729,1194,370,8/4/2023,552.75
1730,1563,469,28-07-2023,482.59
1731,2684,155,20-10-2023,571.83
1732,1093,94,10/7/2023,1175.65
1733,2366,484,21-10-2023,1432.7
1734,477,110,22-01-2023,363.85
1735,1166,151,11/10/2023,1454.16
1736,1877,177,2/4/2023,918.28
1737,690,79,1/11/2023,1220.79
1738,2746,80,10/7/2023,759.41
1739,2888,65,12/9/2023,1397.9
1740,1961,75,15-05-2023,1185.07
1741,1799,140,26-07-2023,1087.31
1742,404,195,13-04-2023,1228.15
1743,2366,13,10/3/2023,1426.26
1744,2501,160,30-12-2023,785.67
1745,2335,233,26-10-2023,685.52
1746,480,376,17-12-2023,690.77
1747,1375,35,7/9/2023,614.5
1748,2970,363,27-09-2023,1040.27
1749,2297,67,2/12/2023,486.56
1750,1209,215,18-08-2023,643.18
1751,588,405,4/9/2023,840.38
1752,476,145,1/6/2023,1053.84
1753,1058,482,29-03-2023,211.39
1754,2949,45,15-01-2023,1158.54
1755,152,268,13-05-2023,443.03
1756,2717,342,15-08-2023,572.62
1757,2233,393,8/4/2023,1249.47
1758,643,345,17-10-2023,310.35
1759,213,104,28-08-2023,341.38
1760,2586,26,27-11-2023,1256.14
1761,2026,335,16-05-2023,943.44
1762,2297,413,30-10-2023,393.98
1763,1191,46,9/2/2023,688.95
1764,1081,374,7/9/2023,1319.21
1765,2491,157,16-03-2023,696.76
1766,2298,33,8/10/2023,1119.15
1767,2892,411,20-05-2023,597.27
1768,7,88,17-07-2023,1109.9
1769,2971,231,27-04-2023,853.75
1770,421,86,23-04-2023,971.92
1771,2648,264,7/11/2023,901.55
1772,1793,87,10/10/2023,1077.24
1773,1070,213,24-02-2023,1309.62
1774,1984,267,22-04-2023,855.22
1775,713,244,16-01-2023,159.44
1776,1934,351,11/12/2023,757.79
1777,2626,103,16-12-2023,649.23
1778,2320,166,19-03-2023,1217.3
1779,2835,496,23-11-2023,173.96
1780,1228,495,28-12-2023,873.5
1781,2175,187,10/9/2023,130.43
1782,841,355,8/7/2023,976.43
1783,1319,349,9/11/2023,157.53
1784,631,141,1/3/2023,858.23
1785,1269,150,28-03-2023,1429.94
1786,1004,119,9/2/2023,1340.15
1787,1489,320,30-01-2023,1250.55
1788,2750,45,18-05-2023,1292.01
1789,2742,309,30-12-2023,393.61
1790,2247,380,31-05-2023,820.21
1791,1514,80,12/2/2023,1499.18
1792,2116,387,13-10-2023,1484.94
1793,41,215,2/9/2023,1220.41
1794,2796,474,31-03-2023,1492.87
1795,2585,212,17-08-2023,855.46
1796,1927,3,16-06-2023,755.31
1797,2852,84,2/6/2023,649.79
1798,1973,22,23-04-2023,221.71
1799,837,400,10/7/2023,445.07
1800,2694,291,24-09-2023,1368.54
1801,71,183,12/5/2023,896.69
1802,982,98,12/1/2023,1219.6
1803,2347,253,11/5/2023,171.21
1804,875,490,11/2/2023,846.24
1805,2457,11,27-10-2023,380.67
1806,2200,457,9/7/2023,477.86
1807,939,126,23-04-2023,1254.77
1808,2059,468,19-01-2023,601.7
1809,980,452,19-10-2023,1474.8
1810,1612,500,27-11-2023,753.99
1811,2247,468,9/4/2023,283.54
1812,1531,263,1/1/2023,1000.51
1813,1593,76,26-05-2023,1023.86
1814,1542,190,7/8/2023,497.29
1815,1956,72,5/5/2023,534.52
1816,37,45,15-09-2023,1209.3
1817,1806,460,13-05-2023,240.93
1818,837,228,7/6/2023,1458.47
1819,1492,47,11/7/2023,1497.8
1820,666,354,7/1/2023,1280.79
1821,1865,259,31-05-2023,1180.79
1822,2681,378,28-12-2023,1077.09
1823,1538,7,20-05-2023,1178.74
1824,423,76,19-04-2023,560.46
1825,1793,34,1/10/2023,347.91
1826,595,341,10/3/2023,593.98
1827,1280,475,7/6/2023,1435.16
1828,1498,464,5/2/2023,589.33
1829,2167,260,4/4/2023,624.03
1830,942,49,10/1/2023,1037.55
1831,1515,109,6/11/2023,1153.29
1832,177,443,19-06-2023,321.84
1833,2198,315,5/10/2023,1173.95
1834,857,26,6/1/2023,1395
1835,2671,101,21-05-2023,764.93
1836,736,89,28-10-2023,1129.92
1837,2654,492,17-03-2023,1209.6
1838,153,184,20-01-2023,509.81
1839,1184,151,30-09-2023,183.84
1840,2518,79,16-09-2023,178.03
1841,932,251,16-03-2023,1227.01
1842,688,165,7/4/2023,1359.53
1843,2369,12,24-08-2023,997.82
1844,1027,472,22-10-2023,861.13
1845,1489,390,17-03-2023,125.28
1846,594,193,1/3/2023,1143.24
1847,2443,389,15-07-2023,835.68
1848,171,95,25-11-2023,180.11
1849,1144,344,30-08-2023,581.86
1850,2788,359,10/11/2023,485.46
1851,1257,175,26-01-2023,267.21
1852,1199,104,1/3/2023,599.83
1853,1165,395,14-06-2023,367.58
1854,2005,63,26-11-2023,938.96
1855,2939,176,15-03-2023,1090.14
1856,553,123,18-01-2023,1243.99
1857,1023,210,26-06-2023,851.69
1858,1962,431,24-09-2023,405.36
1859,235,276,28-08-2023,278.65
1860,731,42,25-05-2023,1316.07
1861,1162,404,27-07-2023,452.91
1862,1249,426,18-06-2023,910.36
1863,1702,395,9/5/2023,1174.71
1864,1130,272,8/7/2023,651.13
1865,57,33,3/12/2023,865.4
1866,351,155,11/5/2023,984.74
1867,642,144,19-01-2023,984.57
1868,2780,186,18-01-2023,1407.63
1869,2295,476,31-10-2023,240.12
1870,2069,301,7/8/2023,1110.95
1871,1036,94,22-12-2023,932.1
1872,2730,478,1/7/2023,353.69
1873,2310,380,14-05-2023,1131.11
1874,1140,432,11/10/2023,680.54
1875,444,59,17-05-2023,1481.2
1876,678,211,8/9/2023,342.2
1877,2024,236,3/8/2023,1394.01
1878,2621,317,5/12/2023,1488.81
1879,1842,371,17-08-2023,901.1
1880,841,477,12/5/2023,195.7
1881,1110,315,8/1/2023,1469.86
1882,2863,404,25-04-2023,237.46
1883,903,100,6/6/2023,1231.41
1884,2815,69,18-05-2023,1484.31
1885,2770,154,8/7/2023,170.57
1886,63,397,5/4/2023,1368.68
1887,632,20,23-11-2023,279.69
1888,2259,193,18-11-2023,1370.69
1889,1478,72,2/8/2023,1447.74
1890,2693,137,19-04-2023,1024.81
1891,49,491,10/3/2023,1447.47
1892,2,245,6/6/2023,141.17
1893,2701,115,22-09-2023,1028.62
1894,1456,326,31-10-2023,906.42
1895,1086,290,13-04-2023,389.08
1896,1887,484,18-08-2023,461.89
1897,139,271,1/11/2023,790.55
1898,2765,245,7/1/2023,874.79
1899,845,147,20-07-2023,903.12
1900,1222,241,31-07-2023,1220.07
1901,683,188,21-04-2023,1420.31
1902,1069,310,19-07-2023,789.81
1903,1376,386,24-06-2023,1016.52
1904,452,306,20-09-2023,224.51
1905,2698,113,12/7/2023,1015.97
1906,1358,183,4/6/2023,390.13
1907,174,476,8/6/2023,663.05
1908,812,66,29-12-2023,135.01
1909,5,149,13-06-2023,102.82
1910,2638,451,19-05-2023,1058.86
1911,799,354,24-01-2023,1050.37
1912,2362,2,25-08-2023,657.49
1913,2462,483,19-12-2023,1334.93
1914,1522,17,2/12/2023,415.79
1915,1578,230,16-07-2023,1116.17
1916,1732,242,29-09-2023,226.7
1917,648,63,25-09-2023,839.82
1918,1588,314,6/2/2023,1166.9
1919,2377,468,20-02-2023,912.88
1920,2555,125,23-04-2023,360.97
1921,1839,261,22-11-2023,1178.53
1922,804,53,20-06-2023,758.64
1923,2605,330,29-01-2023,264.98
1924,2754,481,12/10/2023,585.82
1925,2963,195,6/4/2023,1093.81
1926,2902,94,30-06-2023,647.64
1927,2016,7,19-12-2023,1407.37
1928,1618,491,5/5/2023,300.81
1929,79,98,25-09-2023,1050.68
1930,2325,213,15-04-2023,643.55
1931,2859,208,9/1/2023,497.2
1932,2354,200,12/8/2023,415.39
1933,683,498,11/1/2023,796.24
1934,2586,444,18-02-2023,606.82
1935,2922,267,6/7/2023,477.03
1936,1824,368,5/1/2023,815.44
1937,2810,237,20-07-2023,738.25
1938,1933,33,23-07-2023,209.34
1939,287,1,25-06-2023,686.75
1940,863,239,8/9/2023,800.01
1941,1889,19,30-09-2023,1412.07
1942,962,368,3/2/2023,695.06
1943,2631,318,7/1/2023,551.95
1944,2999,223,5/6/2023,643.89
1945,1938,344,6/7/2023,1379.4
1946,950,407,3/10/2023,1389.72
1947,383,157,9/9/2023,1190.42
1948,44,265,10/11/2023,833.13
1949,626,2,10/9/2023,844.45
1950,1470,203,8/5/2023,1138.54
1951,2003,98,16-07-2023,242.59
1952,1547,73,24-11-2023,581.2
1953,1946,182,8/3/2023,633.27
1954,2265,457,1/10/2023,193.27
1955,890,114,31-08-2023,988.35
1956,1894,264,18-12-2023,1052.69
1957,385,331,30-04-2023,1212.22
1958,2873,369,5/3/2023,227.08
1959,1382,20,29-06-2023,641.79
1960,1982,236,11/1/2023,596.27
1961,296,393,24-03-2023,189.36
1962,2141,280,30-11-2023,338.8
1963,2870,411,22-04-2023,1233.85
1964,2134,231,5/6/2023,431.4
1965,399,422,4/8/2023,576.32
1966,218,131,29-08-2023,1277.09
1967,2945,456,31-10-2023,999.81
1968,1508,251,28-02-2023,1415.74
1969,23,49,16-03-2023,473.7
1970,2771,362,10/4/2023,328.65
1971,2020,218,7/10/2023,292.66
1972,2077,229,9/10/2023,855.46
1973,1943,51,14-12-2023,691.41
1974,1120,488,29-07-2023,1340.25
1975,1095,7,14-07-2023,451.63
1976,982,118,11/10/2023,1385.79
1977,2733,199,20-05-2023,311.65
1978,168,420,27-01-2023,338.55
1979,1306,370,5/8/2023,297.2
1980,2053,346,11/5/2023,1167.07
1981,963,163,9/3/2023,763.7
1982,949,140,1/10/2023,1385.44
1983,1180,287,23-07-2023,825.74
1984,1189,239,1/9/2023,1068.27
1985,1780,438,28-03-2023,611.02
1986,1467,483,14-09-2023,1033.47
1987,2370,476,23-05-2023,1289.36
1988,2219,276,10/10/2023,925.67
1989,2053,114,8/9/2023,958.56
1990,748,155,23-03-2023,806.93
1991,179,234,7/9/2023,1350.7
1992,1779,409,23-12-2023,1033.82
1993,1933,485,1/3/2023,143.42
1994,452,242,19-09-2023,125.75
1995,843,358,6/6/2023,915.45
1996,1377,6,23-12-2023,372.93
1997,2576,63,8/10/2023,720.81
1998,1614,132,25-08-2023,1344.18
1999,1685,445,21-10-2023,861.65
2000,1397,285,19-11-2023,1265.48
2001,377,187,18-02-2023,362.91
2002,2619,295,12/1/2023,138.49
2003,1966,223,13-12-2023,449.71
2004,1268,183,13-04-2023,339.14
2005,2723,426,9/9/2023,1161.36
2006,1195,142,7/7/2023,1064.09
2007,962,159,18-06-2023,347.31
2008,1368,130,2/11/2023,1171.9
2009,2851,450,13-09-2023,684.08
2010,41,264,20-04-2023,599.41
2011,2491,166,13-09-2023,877.3
2012,2587,439,12/3/2023,943.21
2013,569,275,11/12/2023,1129.19
2014,573,260,12/7/2023,1014.93
2015,1995,154,14-07-2023,915
2016,2017,75,3/1/2023,112.31
2017,1294,94,1/9/2023,338.58
2018,348,115,6/8/2023,1003.06
2019,1301,440,13-07-2023,1239.36
2020,2369,69,7/8/2023,606.7
2021,569,339,19-06-2023,1346.57
2022,2506,110,28-12-2023,1203.44
2023,1562,70,8/6/2023,1005.11
2024,2555,285,5/2/2023,1181.81
2025,439,83,23-09-2023,312.74
2026,1065,146,3/5/2023,1278.03
2027,824,233,27-10-2023,1086.28
2028,726,439,28-06-2023,805.57
2029,2654,374,9/1/2023,1423.18
2030,777,268,15-03-2023,1401.77
2031,2449,130,26-05-2023,431.85
2032,69,479,22-09-2023,486.12
2033,1889,315,10/1/2023,398.02
2034,426,215,9/2/2023,440.33
2035,350,409,1/5/2023,569.77
2036,2401,5,12/12/2023,1306.09
2037,136,94,27-06-2023,204.56
2038,2089,269,22-02-2023,162.47
2039,525,340,7/5/2023,765.49
2040,2899,93,24-04-2023,1353.86
2041,1928,97,17-06-2023,1294.16
2042,1948,402,11/3/2023,443.07
2043,2022,378,27-08-2023,1182.56
2044,1531,456,3/1/2023,1362.94
2045,954,407,1/7/2023,564.22
2046,1725,41,23-06-2023,1421.52
2047,1185,293,18-12-2023,732.97
2048,2772,156,13-08-2023,685.5
2049,2404,386,5/5/2023,627.06
2050,2195,32,28-01-2023,348.85
2051,2971,287,23-06-2023,959.46
2052,1214,147,25-09-2023,456.55
2053,1805,238,5/2/2023,1055.77
2054,82,117,8/5/2023,561.86
2055,1486,135,29-04-2023,1131.96
2056,2133,397,17-08-2023,260.67
2057,1222,444,13-06-2023,378.19
2058,2659,165,6/7/2023,1300.93
2059,2519,15,23-08-2023,666.33
2060,1487,289,25-02-2023,1047.12
2061,1762,467,23-05-2023,1264.39
2062,2676,43,5/9/2023,1223.64
2063,2779,252,9/5/2023,658.75
2064,1764,361,18-11-2023,228.1
2065,2559,232,23-03-2023,520.63
2066,1487,89,5/10/2023,1200.63
2067,2412,305,6/4/2023,448.36
2068,1724,368,20-01-2023,1371.2
2069,1458,47,30-04-2023,1064.58
2070,1401,96,8/5/2023,226.33
2071,2988,272,18-04-2023,971.51
2072,1522,399,29-08-2023,1003.01
2073,2102,132,3/2/2023,166.8
2074,330,392,27-08-2023,554.41
2075,1253,202,26-05-2023,1447.42
2076,2397,61,24-03-2023,414.67
2077,1340,328,17-03-2023,720.48
2078,1066,225,1/3/2023,1445.62
2079,2564,431,29-04-2023,401.95
2080,181,47,8/5/2023,718.4
2081,1587,442,27-02-2023,836.59
2082,2554,157,29-12-2023,931.66
2083,2317,218,27-07-2023,305.15
2084,584,394,8/5/2023,156.16
2085,2491,115,17-10-2023,1078.97
2086,141,342,2/5/2023,753.89
2087,285,212,26-06-2023,320.77
2088,2250,172,24-08-2023,374.22
2089,2600,497,1/2/2023,1361.6
2090,1248,282,7/4/2023,207.49
2091,1850,384,14-09-2023,1325.7
2092,1315,42,9/8/2023,847.03
2093,2107,340,25-11-2023,515.61
2094,1096,144,16-07-2023,988.83
2095,2793,437,5/7/2023,1288.6
2096,2041,314,30-11-2023,277.75
2097,438,360,9/10/2023,388.57
2098,404,160,14-02-2023,1370.08
2099,58,219,24-03-2023,295.3
2100,733,394,16-01-2023,642.29
2101,1464,13,24-03-2023,145.35
2102,1376,90,18-03-2023,1436.13
2103,152,309,17-11-2023,1393.87
2104,2536,476,18-09-2023,1455.48
2105,2418,472,25-12-2023,1420.8
2106,141,340,10/12/2023,1169.33
2107,1897,206,11/11/2023,526.52
2108,1026,159,30-12-2023,976.27
2109,1822,95,16-04-2023,555.78
2110,2511,194,7/4/2023,1219.86
2111,1195,196,23-12-2023,549.73
2112,2980,26,24-05-2023,614.52
2113,2509,399,19-10-2023,1114.37
2114,1486,47,8/7/2023,366.03
2115,2148,324,4/2/2023,1084.06
2116,2595,296,29-06-2023,143.95
2117,2587,46,17-07-2023,1491.9
2118,2376,183,28-12-2023,1199.49
2119,1591,369,15-07-2023,316.57
2120,1156,12,23-05-2023,1489.84
2121,1976,237,15-04-2023,1282.69
2122,651,203,29-10-2023,1031.65
2123,866,364,2/12/2023,778.01
2124,2052,128,29-10-2023,1421.42
2125,1767,71,27-02-2023,259.23
2126,2125,432,4/9/2023,417.8
2127,2369,25,22-07-2023,1278.11
2128,601,31,13-04-2023,361.31
2129,1988,277,18-12-2023,1367.12
2130,1898,440,29-03-2023,1287.95
2131,843,308,29-08-2023,361.14
2132,1052,103,8/5/2023,353.62
2133,2492,113,12/3/2023,597.39
2134,727,139,12/1/2023,945.16
2135,297,455,2/9/2023,811.08
2136,1499,337,10/3/2023,198.75
2137,2418,37,27-05-2023,1223.88
2138,2225,334,2/7/2023,1467.14
2139,193,159,30-07-2023,252.94
2140,2973,173,21-08-2023,228.14
2141,942,142,19-03-2023,778.27
2142,348,161,21-03-2023,974.11
2143,988,408,30-06-2023,1236.14
2144,1008,26,19-02-2023,335.39
2145,995,413,19-10-2023,125.38
2146,306,400,24-01-2023,1421.23
2147,1457,428,18-08-2023,1294.18
2148,2667,372,3/9/2023,1263.01
2149,2435,53,9/9/2023,914.21
2150,1670,319,16-04-2023,792.03
2151,2938,261,7/8/2023,735.22
2152,1000,329,25-06-2023,220.67
2153,581,154,17-06-2023,608.04
2154,664,188,27-07-2023,1251.27
2155,2409,5,6/1/2023,722.33
2156,2393,474,11/8/2023,655.9
2157,1119,268,30-10-2023,706.93
2158,148,327,9/1/2023,878.61
2159,398,71,16-07-2023,128.12
2160,773,381,30-05-2023,1183.24
2161,148,6,25-05-2023,138.49
2162,766,187,25-12-2023,295.46
2163,1656,173,7/4/2023,883.37
2164,640,395,27-05-2023,774.15
2165,44,259,17-04-2023,846.97
2166,327,15,2/12/2023,266.49
2167,2707,383,18-05-2023,804.05
2168,2461,181,14-12-2023,213.72
2169,1937,220,6/11/2023,169.41
2170,2797,142,2/4/2023,130.68
2171,2665,153,19-07-2023,1205.73
2172,1201,319,21-03-2023,429.53
2173,2377,335,10/5/2023,1231.44
2174,2320,215,5/12/2023,1342.67
2175,2954,105,12/12/2023,1207.09
2176,1418,214,7/11/2023,1147.76
2177,2814,456,5/9/2023,1358.63
2178,874,264,9/5/2023,413.08
2179,2961,225,23-06-2023,895.48
2180,1251,2,26-10-2023,1430.86
2181,411,14,23-07-2023,949.94
2182,2125,264,17-12-2023,1429.29
2183,1224,413,23-07-2023,1494.58
2184,1901,177,28-01-2023,1273.01
2185,2307,380,17-05-2023,1230.85
2186,1624,182,22-06-2023,1263.7
2187,464,180,2/9/2023,431.37
2188,2741,252,3/5/2023,604.77
2189,2617,262,21-05-2023,1450.72
2190,1247,483,20-06-2023,549
2191,2299,499,29-01-2023,632.03
2192,2345,329,26-09-2023,323.92
2193,921,278,4/6/2023,741.56
2194,2498,418,1/7/2023,1155.52
2195,746,153,14-05-2023,674.17
2196,1900,244,20-11-2023,921.41
2197,389,132,26-09-2023,803.76
2198,2758,163,9/5/2023,861.12
2199,2033,29,25-05-2023,419.32
2200,845,448,25-08-2023,1475.46
2201,1288,482,30-12-2023,1142.93
2202,2515,356,24-02-2023,1186.4
2203,2879,299,29-06-2023,253.62
2204,930,57,1/12/2023,1082.82
2205,2448,382,21-04-2023,1053.57
2206,2057,219,8/10/2023,912.52
2207,2052,141,7/4/2023,617.15
2208,357,174,8/6/2023,720.23
2209,132,215,31-05-2023,613.7
2210,2447,119,8/10/2023,172.81
2211,560,313,9/9/2023,683.03
2212,1627,307,9/3/2023,316.51
2213,1618,366,7/9/2023,1313.75
2214,193,115,14-12-2023,589.02
2215,2432,395,7/7/2023,868.47
2216,2158,117,31-03-2023,929.37
2217,2824,495,2/5/2023,1058.17
2218,614,160,10/11/2023,577.68
2219,2766,482,14-10-2023,534.58
2220,2578,379,26-04-2023,1483.93
2221,2787,354,3/5/2023,1281.3
2222,1546,270,11/2/2023,722.55
2223,2915,198,4/2/2023,304.95
2224,873,434,9/6/2023,756.49
2225,404,131,17-10-2023,502.01
2226,2321,221,12/11/2023,1117.82
2227,1852,458,2/11/2023,202.34
2228,2917,500,31-01-2023,413.75
2229,978,462,4/4/2023,924.52
2230,943,450,13-12-2023,458.94
2231,2036,217,9/1/2023,274.01
2232,1098,314,4/8/2023,1270.74
2233,1333,244,1/2/2023,307.22
2234,2103,362,5/10/2023,715.39
2235,1970,276,9/3/2023,1300.02
2236,1203,412,1/5/2023,548.28
2237,1696,240,15-04-2023,681.48
2238,689,411,13-04-2023,784.67
2239,893,333,16-11-2023,148.47
2240,1090,443,10/4/2023,310.85
2241,1482,25,5/3/2023,595.62
2242,1449,220,28-03-2023,642.86
2243,2037,435,15-10-2023,985.72
2244,1653,56,4/10/2023,1192.13
2245,1631,488,23-08-2023,1111.88
2246,2095,86,1/11/2023,1185.75
2247,347,336,7/7/2023,440.52
2248,2096,47,14-10-2023,1426.38
2249,2433,359,9/9/2023,257.6
2250,278,226,13-12-2023,334.73
2251,2459,224,15-10-2023,818.95
2252,607,496,6/11/2023,890.82
2253,1521,1,15-09-2023,1311.97
2254,173,468,9/10/2023,1151.98
2255,2674,92,24-10-2023,1261.17
2256,1784,241,23-07-2023,310.44
2257,2189,386,8/12/2023,1183.81
2258,761,28,1/4/2023,273.96
2259,105,301,3/5/2023,107.17
2260,2998,409,30-05-2023,333.72
2261,2780,487,7/3/2023,933.92
2262,271,284,18-11-2023,1199.64
2263,2674,232,13-11-2023,554.12
2264,1520,341,7/7/2023,106.62
2265,886,170,21-07-2023,512.78
2266,2843,465,13-05-2023,374.51
2267,65,140,10/5/2023,528.2
2268,2300,236,28-05-2023,1337.54
2269,2454,341,2/1/2023,254.08
2270,2270,95,1/1/2023,248.26
2271,1950,16,13-01-2023,1268.01
2272,676,477,23-07-2023,562.56
2273,754,214,21-05-2023,317.26
2274,1382,153,28-08-2023,1297.53
2275,1348,387,23-04-2023,1157.09
2276,1711,137,9/10/2023,1350.24
2277,2814,27,28-02-2023,327.35
2278,134,313,3/8/2023,763.51
2279,1134,287,4/9/2023,1364.62
2280,116,37,4/8/2023,165.52
2281,284,377,20-07-2023,644.38
2282,1731,198,19-05-2023,378.16
2283,1307,54,10/9/2023,438.32
2284,1513,69,26-05-2023,375.79
2285,1278,159,14-04-2023,1312.02
2286,93,322,29-12-2023,1453.95
2287,143,195,22-04-2023,491.49
2288,2500,120,22-10-2023,1223.28
2289,849,384,13-02-2023,1345.77
2290,357,104,16-12-2023,909.89
2291,1365,10,3/11/2023,748.39
2292,2884,460,15-02-2023,161.1
2293,242,78,10/10/2023,195.48
2294,543,121,24-01-2023,433.21
2295,1060,30,15-02-2023,1024.64
2296,770,342,8/1/2023,838.67
2297,239,481,24-12-2023,354.66
2298,2464,103,3/5/2023,1232.78
2299,1775,246,17-08-2023,918.83
2300,1764,304,5/1/2023,726.88
2301,923,384,23-01-2023,1058.98
2302,653,415,23-01-2023,368.3
2303,947,219,23-02-2023,1222.32
2304,627,56,29-01-2023,1292.04
2305,1103,121,5/8/2023,939.45
2306,1887,261,30-07-2023,323.6
2307,284,38,13-02-2023,985.09
2308,1428,291,12/1/2023,640.87
2309,2214,86,3/7/2023,634.31
2310,1091,68,11/10/2023,502.72
2311,2534,463,3/12/2023,1441.73
2312,1094,11,15-10-2023,380.04
2313,1297,72,27-03-2023,908.97
2314,822,44,13-09-2023,1155.33
2315,134,446,7/7/2023,566.8
2316,2046,76,14-04-2023,1296.35
2317,721,158,3/2/2023,1314.75
2318,352,446,11/8/2023,395.04
2319,721,21,1/9/2023,1321.38
2320,1823,392,27-09-2023,214.71
2321,16,415,27-03-2023,1052.53
2322,182,376,1/1/2023,866.93
2323,2286,171,13-08-2023,862.34
2324,1925,166,15-08-2023,652.17
2325,1463,270,10/5/2023,271.29
2326,1179,143,8/10/2023,1086.99
2327,1681,42,8/9/2023,1041.22
2328,1751,325,14-10-2023,1032.08
2329,1143,96,8/1/2023,964.17
2330,2934,410,13-06-2023,1289.49
2331,175,254,31-05-2023,1152.77
2332,675,337,7/1/2023,977.73
2333,2311,311,22-07-2023,1414.53
2334,2155,104,3/3/2023,564.72
2335,2611,462,8/4/2023,1382.84
2336,575,140,31-03-2023,1267.07
2337,311,293,12/10/2023,273.37
2338,1230,463,5/3/2023,210.51
2339,1892,117,22-07-2023,605.54
2340,2709,224,17-06-2023,1319.65
2341,1841,195,15-11-2023,1137.01
2342,757,128,5/1/2023,457.34
2343,1878,80,12/12/2023,103.86
2344,2337,437,3/2/2023,419.85
2345,556,127,28-05-2023,757.6
2346,2546,340,9/10/2023,445.2
2347,2185,10,2/11/2023,319.3
2348,2607,207,26-10-2023,1417.43
2349,1493,138,9/2/2023,1406.43
2350,1845,350,6/7/2023,907.15
2351,1081,105,16-08-2023,432.38
2352,1733,186,16-09-2023,1328.32
2353,2493,470,29-07-2023,1022.05
2354,1559,274,2/1/2023,597.16
2355,797,49,17-12-2023,453.84
2356,360,452,11/6/2023,423.64
2357,94,412,27-03-2023,604.51
2358,2146,96,13-06-2023,635.98
2359,2318,79,31-05-2023,403.82
2360,1739,92,21-05-2023,653.77
2361,2756,54,31-03-2023,569
2362,583,455,5/9/2023,761.19
2363,2415,223,10/12/2023,597.52
2364,404,31,13-02-2023,875.03
2365,451,194,30-12-2023,893.26
2366,2986,18,16-06-2023,866.27
2367,226,73,22-06-2023,652.79
2368,2501,153,22-07-2023,277.69
2369,1528,273,16-10-2023,941.62
2370,2982,499,3/7/2023,798.57
2371,1849,183,18-12-2023,1141.96
2372,1688,245,11/7/2023,168.24
2373,858,136,26-10-2023,1319.38
2374,505,357,1/11/2023,1011.28
2375,865,495,26-04-2023,1179.35
2376,2012,180,9/12/2023,1039.11
2377,2640,97,22-02-2023,319.4
2378,97,50,20-08-2023,895.49
2379,349,164,8/2/2023,596.73
2380,2578,335,7/6/2023,771.55
2381,1010,106,27-11-2023,1309.29
2382,1084,473,26-11-2023,1160.77
2383,2955,117,10/11/2023,885.43
2384,243,334,6/7/2023,512.92
2385,2024,301,20-01-2023,1063.17
2386,794,281,30-10-2023,444.01
2387,2660,442,20-12-2023,815
2388,2507,331,7/2/2023,1134.7
2389,2185,23,15-06-2023,1481.83
2390,656,314,30-10-2023,583.08
2391,973,20,9/9/2023,1239.68
2392,2091,433,24-09-2023,1147.26
2393,2004,279,21-11-2023,815.78
2394,1051,196,13-02-2023,521.15
2395,841,148,24-05-2023,837.59
2396,1312,192,1/10/2023,392.18
2397,1634,234,2/5/2023,583.88
2398,385,344,1/4/2023,1129.27
2399,1906,475,20-03-2023,322.76
2400,423,380,7/4/2023,1125.53
2401,2383,166,2/12/2023,262.92
2402,1040,214,19-04-2023,304.18
2403,1405,324,28-05-2023,1493.38
2404,2187,316,14-05-2023,871.82
2405,1605,283,13-05-2023,1358.27
2406,2949,198,15-05-2023,932.23
2407,100,494,31-08-2023,332.59
2408,366,189,14-03-2023,804.67
2409,1966,153,17-02-2023,163.2
2410,1016,107,16-08-2023,1422.51
2411,2779,340,25-06-2023,501.59
2412,91,166,7/8/2023,1436.35
2413,374,356,16-02-2023,314.28
2414,261,408,11/3/2023,761.65
2415,163,239,27-10-2023,1201.91
2416,957,376,26-12-2023,226.53
2417,835,41,3/2/2023,1442.2
2418,1432,384,21-11-2023,302.14
2419,280,138,7/11/2023,1099.14
2420,1723,250,12/2/2023,554.26
2421,73,3,15-10-2023,709.9
2422,1348,326,20-04-2023,1459.91
2423,2165,463,4/12/2023,1421.62
2424,2832,66,15-10-2023,535.35
2425,1603,16,17-11-2023,1399.46
2426,2576,283,1/1/2024,1334.13
2427,2944,294,30-08-2023,629.97
2428,1642,148,16-11-2023,101.83
2429,2088,422,14-08-2023,1459.87
2430,1955,28,14-04-2023,859.61
2431,2806,134,26-05-2023,1414.03
2432,1725,61,25-02-2023,1228.34
2433,721,302,26-05-2023,1071.83
2434,1515,58,2/4/2023,1427.51
2435,2826,140,7/6/2023,209.65
2436,883,133,29-11-2023,1325.29
2437,2584,18,12/2/2023,1139.01
2438,174,279,13-10-2023,354.68
2439,2801,332,30-04-2023,793.55
2440,2987,314,1/1/2024,1153.91
2441,84,423,19-08-2023,224.37
2442,2083,438,22-10-2023,155.18
2443,1811,175,17-07-2023,1203.63
2444,875,498,12/8/2023,130.79
2445,682,314,22-08-2023,274.27
2446,211,396,16-02-2023,1362.12
